"","Date","male","female","nk"
"3369",20110905,0,1,0
"3370",20110905,1,0,0
"3371",20110905,1,0,0
"3372",20110905,1,0,0
"3373",20110905,1,0,0
"3374",20110906,1,0,0
"3375",20110906,1,0,0
"3376",20110906,1,0,0
"3377",20110906,1,0,0
"3378",20110906,1,0,0
"3379",20110906,1,0,0
"3380",20110907,1,0,0
"3381",20110907,1,0,0
"3382",20110907,1,0,0
"3383",20110907,0,1,0
"3384",20110907,1,0,0
"3385",20110907,1,0,0
"3386",20110907,1,0,0
"3387",20110908,1,0,0
"3388",20110908,1,0,0
"3389",20110908,1,0,0
"3390",20110908,0,1,0
"3391",20110908,0,1,0
"3392",20110908,1,0,0
"3393",20110908,1,0,0
"3394",20110908,1,0,0
"3395",20110908,1,0,0
"3396",20110909,1,0,0
"3397",20110909,1,0,0
"3398",20110909,1,0,0
"3399",20110909,1,0,0
"3400",20110909,0,1,0
"3401",20110909,1,0,0
"3402",20110909,1,0,0
"3403",20110909,0,1,0
"3404",20110910,1,0,0
"3405",20110910,1,0,0
"3406",20110910,1,0,0
"3407",20110910,1,0,0
"3408",20110910,0,1,0
"3409",20110910,1,0,0
"3410",20110910,1,0,0
"3411",20110910,1,0,0
"3412",20110911,0,1,0
"3413",20110911,0,1,0
"3414",20110911,1,0,0
"3415",20110911,1,0,0
"3416",20110912,1,0,0
"3417",20110912,0,1,0
"3418",20110912,1,0,0
"3419",20110913,1,0,0
"3420",20110913,0,1,0
"3421",20110913,1,0,0
"3422",20110913,1,0,0
"3423",20110913,1,0,0
"3424",20110913,1,0,0
"3425",20110913,1,0,0
"3426",20110913,1,0,0
"3427",20110913,1,0,0
"3428",20110913,0,1,0
"3429",20110913,0,1,0
"3430",20110914,0,1,0
"3431",20110914,0,1,0
"3432",20110914,1,0,0
"3433",20110914,1,0,0
"3434",20110914,1,0,0
"3435",20110914,1,0,0
"3436",20110914,0,1,0
"3437",20110914,1,0,0
"3438",20110915,1,0,0
"3439",20110915,1,0,0
"3440",20110915,1,0,0
"3441",20110915,1,0,0
"3442",20110915,0,1,0
"3443",20110915,0,1,0
"3444",20110915,1,0,0
"3445",20110915,1,0,0
"3446",20110916,1,0,0
"3447",20110916,1,0,0
"3448",20110916,1,0,0
"3449",20110916,1,0,0
"3450",20110916,1,0,0
"3451",20110916,1,0,0
"3452",20110917,1,0,0
"3453",20110917,1,0,0
"3454",20110917,1,0,0
"3455",20110917,0,1,0
"3456",20110917,1,0,0
"3457",20110917,0,1,0
"3458",20110918,1,0,0
"3459",20110918,1,0,0
"3460",20110918,1,0,0
"3461",20110918,1,0,0
"3462",20110918,1,0,0
"3463",20110918,1,0,0
"3464",20110919,1,0,0
"3465",20110920,0,1,0
"3466",20110920,1,0,0
"3467",20110920,1,0,0
"3468",20110921,1,0,0
"3469",20110921,1,0,0
"3470",20110921,1,0,0
"3471",20110921,1,0,0
"3472",20110921,1,0,0
"3473",20110921,1,0,0
"3474",20110921,1,0,0
"3475",20110921,1,0,0
"3476",20110922,1,0,0
"3477",20110922,1,0,0
"3478",20110922,0,1,0
"3479",20110922,1,0,0
"3480",20110922,0,1,0
"3481",20110923,1,0,0
"3482",20110923,1,0,0
"3483",20110923,1,0,0
"3484",20110923,1,0,0
"3485",20110923,1,0,0
"3486",20110923,1,0,0
"3487",20110923,1,0,0
"3488",20110923,1,0,0
"3489",20110923,1,0,0
"3490",20110924,1,0,0
"3491",20110924,1,0,0
"3492",20110924,1,0,0
"3493",20110924,1,0,0
"3494",20110925,1,0,0
"3495",20110925,1,0,0
"3496",20110925,1,0,0
"3497",20110926,0,1,0
"3498",20110926,1,0,0
"3499",20110926,1,0,0
"3500",20110926,1,0,0
"3501",20110926,1,0,0
"3502",20110926,1,0,0
"3503",20110926,0,1,0
"3504",20110926,1,0,0
"3505",20110926,1,0,0
"3506",20110927,1,0,0
"3507",20110927,1,0,0
"3508",20110927,1,0,0
"3509",20110927,1,0,0
"3510",20110927,1,0,0
"3511",20110928,1,0,0
"3512",20110928,0,1,0
"3513",20110928,1,0,0
"3514",20110928,1,0,0
"3515",20110928,1,0,0
"3516",20110929,1,0,0
"3517",20110929,1,0,0
"3518",20110929,1,0,0
"3519",20110929,1,0,0
"3520",20110930,1,0,0
"3521",20110930,0,1,0
"3522",20110930,1,0,0
"3523",20110930,1,0,0
"3524",20110930,1,0,0
"3525",20110930,0,1,0
"3526",20111001,1,0,0
"3527",20111001,1,0,0
"3528",20111001,0,1,0
"3529",20111001,1,0,0
"3530",20111001,1,0,0
"3531",20111001,1,0,0
"3532",20111001,0,1,0
"3533",20111001,1,0,0
"3534",20111001,1,0,0
"3535",20111001,1,0,0
"3536",20111001,0,1,0
"3537",20111001,1,0,0
"3538",20111001,1,0,0
"3539",20111002,1,0,0
"3540",20111002,1,0,0
"3541",20111002,1,0,0
"3542",20111002,1,0,0
"3543",20111002,1,0,0
"3544",20111002,1,0,0
"3545",20111002,1,0,0
"3546",20111003,1,0,0
"3547",20111003,1,0,0
"3548",20111003,0,1,0
"3549",20111003,0,1,0
"3550",20111003,1,0,0
"3551",20111003,0,1,0
"3552",20111003,1,0,0
"3553",20111003,1,0,0
"3554",20111003,1,0,0
"3555",20111004,1,0,0
"3556",20111004,1,0,0
"3557",20111004,1,0,0
"3558",20111004,1,0,0
"3559",20111004,1,0,0
"3560",20111004,1,0,0
"3561",20111004,1,0,0
"3562",20111005,1,0,0
"3563",20111005,0,1,0
"3564",20111005,1,0,0
"3565",20111005,0,1,0
"3566",20111006,1,0,0
"3567",20111006,1,0,0
"3568",20111006,1,0,0
"3569",20111006,0,1,0
"3570",20111006,1,0,0
"3571",20111006,1,0,0
"3572",20111006,1,0,0
"3573",20111006,1,0,0
"3574",20111006,1,0,0
"3575",20111006,1,0,0
"3576",20111006,1,0,0
"3577",20111006,1,0,0
"3578",20111007,0,1,0
"3579",20111007,1,0,0
"3580",20111007,1,0,0
"3581",20111007,1,0,0
"3582",20111007,1,0,0
"3583",20111007,1,0,0
"3584",20111007,1,0,0
"3585",20111008,1,0,0
"3586",20111008,1,0,0
"3587",20111008,1,0,0
"3588",20111008,1,0,0
"3589",20111009,1,0,0
"3590",20111009,0,1,0
"3591",20111009,1,0,0
"3592",20111009,0,1,0
"3593",20111009,1,0,0
"3594",20111010,0,1,0
"3595",20111010,1,0,0
"3596",20111011,1,0,0
"3597",20111011,1,0,0
"3598",20111011,0,1,0
"3599",20111011,1,0,0
"3600",20111011,1,0,0
"3601",20111011,1,0,0
"3602",20111011,0,1,0
"3603",20111011,1,0,0
"3604",20111011,0,1,0
"3605",20111012,1,0,0
"3606",20111012,1,0,0
"3607",20111012,0,1,0
"3608",20111013,1,0,0
"3609",20111013,1,0,0
"3610",20111013,1,0,0
"3611",20111013,1,0,0
"3612",20111014,1,0,0
"3613",20111014,1,0,0
"3614",20111014,1,0,0
"3615",20111014,1,0,0
"3616",20111014,1,0,0
"3617",20111014,0,1,0
"3618",20111014,1,0,0
"3619",20111014,1,0,0
"3620",20111014,1,0,0
"3621",20111015,1,0,0
"3622",20111015,1,0,0
"3623",20111015,1,0,0
"3624",20111015,0,1,0
"3625",20111015,1,0,0
"3626",20111015,1,0,0
"3627",20111016,1,0,0
"3628",20111016,1,0,0
"3629",20111016,1,0,0
"3630",20111016,0,1,0
"3631",20111016,0,1,0
"3632",20111017,1,0,0
"3633",20111017,1,0,0
"3634",20111018,1,0,0
"3635",20111018,1,0,0
"3636",20111018,1,0,0
"3637",20111019,1,0,0
"3638",20111019,1,0,0
"3639",20111019,1,0,0
"3640",20111019,0,1,0
"3641",20111019,1,0,0
"3642",20111019,1,0,0
"3643",20111020,1,0,0
"3644",20111020,1,0,0
"3645",20111020,1,0,0
"3646",20111020,1,0,0
"3647",20111020,1,0,0
"3648",20111020,1,0,0
"3649",20111020,0,1,0
"3650",20111021,1,0,0
"3651",20111021,1,0,0
"3652",20111021,1,0,0
"3653",20111021,0,1,0
"3654",20111021,1,0,0
"3655",20111022,1,0,0
"3656",20111022,1,0,0
"3657",20111022,1,0,0
"3658",20111022,1,0,0
"3659",20111022,0,1,0
"3660",20111022,1,0,0
"3661",20111022,1,0,0
"3662",20111022,1,0,0
"3663",20111022,1,0,0
"3664",20111023,1,0,0
"3665",20111023,1,0,0
"3666",20111024,1,0,0
"3667",20111024,1,0,0
"3668",20111024,1,0,0
"3669",20111024,1,0,0
"3670",20111024,1,0,0
"3671",20111024,1,0,0
"3672",20111025,1,0,0
"3673",20111025,0,1,0
"3674",20111025,1,0,0
"3675",20111025,1,0,0
"3676",20111025,1,0,0
"3677",20111025,1,0,0
"3678",20111025,1,0,0
"3679",20111025,1,0,0
"3680",20111025,0,1,0
"3681",20111025,1,0,0
"3682",20111025,1,0,0
"3683",20111026,1,0,0
"3684",20111026,0,1,0
"3685",20111026,1,0,0
"3686",20111026,0,1,0
"3687",20111026,1,0,0
"3688",20111026,1,0,0
"3689",20111026,1,0,0
"3690",20111026,1,0,0
"3691",20111027,0,1,0
"3692",20111027,1,0,0
"3693",20111027,1,0,0
"3694",20111027,0,1,0
"3695",20111027,1,0,0
"3696",20111027,1,0,0
"3697",20111027,1,0,0
"3698",20111027,1,0,0
"3699",20111027,1,0,0
"3700",20111028,0,1,0
"3701",20111028,1,0,0
"3702",20111028,1,0,0
"3703",20111028,1,0,0
"3704",20111028,0,1,0
"3705",20111028,0,1,0
"3706",20111028,1,0,0
"3707",20111028,1,0,0
"3708",20111029,0,1,0
"3709",20111029,1,0,0
"3710",20111029,1,0,0
"3711",20111029,1,0,0
"3712",20111029,0,1,0
"3713",20111029,1,0,0
"3714",20111030,1,0,0
"3715",20111030,1,0,0
"3716",20111030,1,0,0
"3717",20111030,1,0,0
"3718",20111030,1,0,0
"3719",20111030,1,0,0
"3720",20111031,1,0,0
"3721",20111031,0,1,0
"3722",20111031,1,0,0
"3723",20111031,1,0,0
"3724",20111031,1,0,0
"3725",20111101,1,0,0
"3726",20111101,1,0,0
"3727",20111101,1,0,0
"3728",20111101,0,1,0
"3729",20111101,1,0,0
"3730",20111101,0,1,0
"3731",20111102,1,0,0
"3732",20111102,1,0,0
"3733",20111102,1,0,0
"3734",20111102,1,0,0
"3735",20111102,1,0,0
"3736",20111103,1,0,0
"3737",20111103,1,0,0
"3738",20111103,0,1,0
"3739",20111103,0,1,0
"3740",20111103,1,0,0
"3741",20111103,1,0,0
"3742",20111103,1,0,0
"3743",20111103,1,0,0
"3744",20111104,1,0,0
"3745",20111104,1,0,0
"3746",20111104,1,0,0
"3747",20111104,1,0,0
"3748",20111104,1,0,0
"3749",20111104,0,1,0
"3750",20111104,1,0,0
"3751",20111104,1,0,0
"3752",20111105,1,0,0
"3753",20111105,1,0,0
"3754",20111105,1,0,0
"3755",20111105,1,0,0
"3756",20111105,0,1,0
"3757",20111105,1,0,0
"3758",20111105,1,0,0
"3759",20111105,0,1,0
"3760",20111105,0,1,0
"3761",20111105,1,0,0
"3762",20111106,1,0,0
"3763",20111106,1,0,0
"3764",20111106,0,1,0
"3765",20111106,1,0,0
"3766",20111106,0,1,0
"3767",20111106,0,1,0
"3768",20111106,0,1,0
"3769",20111106,1,0,0
"3770",20111106,1,0,0
"3771",20111106,1,0,0
"3772",20111107,0,1,0
"3773",20111107,1,0,0
"3774",20111107,1,0,0
"3775",20111107,0,1,0
"3776",20111107,1,0,0
"3777",20111107,1,0,0
"3778",20111107,1,0,0
"3779",20111108,1,0,0
"3780",20111108,1,0,0
"3781",20111108,1,0,0
"3782",20111108,1,0,0
"3783",20111108,1,0,0
"3784",20111108,1,0,0
"3785",20111108,1,0,0
"3786",20111108,1,0,0
"3787",20111109,1,0,0
"3788",20111109,1,0,0
"3789",20111109,1,0,0
"3790",20111109,1,0,0
"3791",20111109,1,0,0
"3792",20111109,1,0,0
"3793",20111109,1,0,0
"3794",20111109,0,1,0
"3795",20111109,1,0,0
"3796",20111109,1,0,0
"3797",20111109,1,0,0
"3798",20111109,0,1,0
"3799",20111109,1,0,0
"3800",20111110,1,0,0
"3801",20111110,1,0,0
"3802",20111110,1,0,0
"3803",20111110,1,0,0
"3804",20111110,1,0,0
"3805",20111110,0,1,0
"3806",20111110,1,0,0
"3807",20111110,1,0,0
"3808",20111110,1,0,0
"3809",20111110,1,0,0
"3810",20111110,1,0,0
"3811",20111110,1,0,0
"3812",20111111,1,0,0
"3813",20111111,0,1,0
"3814",20111111,0,1,0
"3815",20111111,0,1,0
"3816",20111111,1,0,0
"3817",20111111,1,0,0
"3818",20111111,1,0,0
"3819",20111111,1,0,0
"3820",20111111,1,0,0
"3821",20111111,1,0,0
"3822",20111111,1,0,0
"3823",20111111,0,1,0
"3824",20111111,1,0,0
"3825",20111112,1,0,0
"3826",20111112,1,0,0
"3827",20111112,1,0,0
"3828",20111112,0,1,0
"3829",20111112,0,1,0
"3830",20111112,1,0,0
"3831",20111113,1,0,0
"3832",20111113,1,0,0
"3833",20111113,1,0,0
"3834",20111113,1,0,0
"3835",20111113,0,1,0
"3836",20111113,0,1,0
"3837",20111114,1,0,0
"3838",20111115,0,1,0
"3839",20111115,1,0,0
"3840",20111115,1,0,0
"3841",20111115,1,0,0
"3842",20111116,1,0,0
"3843",20111116,1,0,0
"3844",20111116,1,0,0
"3845",20111116,0,1,0
"3846",20111116,1,0,0
"3847",20111116,1,0,0
"3848",20111116,0,1,0
"3849",20111116,1,0,0
"3850",20111116,1,0,0
"3851",20111116,1,0,0
"3852",20111117,1,0,0
"3853",20111117,1,0,0
"3854",20111117,1,0,0
"3855",20111117,1,0,0
"3856",20111118,1,0,0
"3857",20111118,1,0,0
"3858",20111118,0,1,0
"3859",20111118,1,0,0
"3860",20111118,1,0,0
"3861",20111119,1,0,0
"3862",20111119,0,1,0
"3863",20111119,0,1,0
"3864",20111119,0,1,0
"3865",20111119,1,0,0
"3866",20111119,1,0,0
"3867",20111119,1,0,0
"3868",20111119,1,0,0
"3869",20111119,1,0,0
"3870",20111119,1,0,0
"3871",20111119,1,0,0
"3872",20111120,1,0,0
"3873",20111120,1,0,0
"3874",20111120,1,0,0
"3875",20111120,1,0,0
"3876",20111120,1,0,0
"3877",20111120,1,0,0
"3878",20111120,1,0,0
"3879",20111120,1,0,0
"3880",20111120,1,0,0
"3881",20111120,1,0,0
"3882",20111121,1,0,0
"3883",20111121,1,0,0
"3884",20111121,1,0,0
"3885",20111121,1,0,0
"3886",20111121,0,1,0
"3887",20111121,1,0,0
"3888",20111121,1,0,0
"3889",20111121,1,0,0
"3890",20111121,0,1,0
"3891",20111122,1,0,0
"3892",20111122,0,1,0
"3893",20111122,0,1,0
"3894",20111122,1,0,0
"3895",20111123,1,0,0
"3896",20111123,1,0,0
"3897",20111123,1,0,0
"3898",20111123,1,0,0
"3899",20111123,1,0,0
"3900",20111123,1,0,0
"3901",20111123,1,0,0
"3902",20111123,1,0,0
"3903",20111124,1,0,0
"3904",20111124,1,0,0
"3905",20111124,1,0,0
"3906",20111124,1,0,0
"3907",20111124,1,0,0
"3908",20111124,1,0,0
"3909",20111124,1,0,0
"3910",20111124,1,0,0
"3911",20111125,0,1,0
"3912",20111125,1,0,0
"3913",20111125,1,0,0
"3914",20111125,1,0,0
"3915",20111125,0,1,0
"3916",20111125,1,0,0
"3917",20111125,1,0,0
"3918",20111125,1,0,0
"3919",20111125,0,1,0
"3920",20111125,1,0,0
"3921",20111125,1,0,0
"3922",20111126,1,0,0
"3923",20111126,1,0,0
"3924",20111126,1,0,0
"3925",20111126,1,0,0
"3926",20111126,1,0,0
"3927",20111126,1,0,0
"3928",20111127,1,0,0
"3929",20111127,1,0,0
"3930",20111127,1,0,0
"3931",20111127,1,0,0
"3932",20111127,1,0,0
"3933",20111128,1,0,0
"3934",20111128,1,0,0
"3935",20111128,1,0,0
"3936",20111128,1,0,0
"3937",20111128,1,0,0
"3938",20111128,0,1,0
"3939",20111128,1,0,0
"3940",20111129,1,0,0
"3941",20111129,1,0,0
"3942",20111129,1,0,0
"3943",20111129,1,0,0
"3944",20111129,0,1,0
"3945",20111129,1,0,0
"3946",20111129,0,1,0
"3947",20111129,1,0,0
"3948",20111130,1,0,0
"3949",20111130,1,0,0
"3950",20111130,1,0,0
"3951",20111130,1,0,0
"3952",20111130,0,1,0
"3953",20111130,1,0,0
"3954",20111130,1,0,0
"3955",20111130,1,0,0
"3956",20111130,1,0,0
"3957",20111201,1,0,0
"3958",20111201,1,0,0
"3959",20111201,1,0,0
"3960",20111201,0,1,0
"3961",20111201,1,0,0
"3962",20111201,1,0,0
"3963",20111201,1,0,0
"3964",20111201,0,1,0
"3965",20111201,1,0,0
"3966",20111201,0,1,0
"3967",20111201,0,1,0
"3968",20111201,1,0,0
"3969",20111201,1,0,0
"3970",20111202,1,0,0
"3971",20111202,1,0,0
"3972",20111202,1,0,0
"3973",20111202,1,0,0
"3974",20111202,1,0,0
"3975",20111202,0,1,0
"3976",20111202,1,0,0
"3977",20111203,0,1,0
"3978",20111203,1,0,0
"3979",20111203,1,0,0
"3980",20111203,1,0,0
"3981",20111203,1,0,0
"3982",20111203,1,0,0
"3983",20111203,1,0,0
"3984",20111203,1,0,0
"3985",20111203,1,0,0
"3986",20111204,1,0,0
"3987",20111204,1,0,0
"3988",20111204,0,1,0
"3989",20111204,1,0,0
"3990",20111204,1,0,0
"3991",20111205,1,0,0
"3992",20111205,1,0,0
"3993",20111205,1,0,0
"3994",20111205,0,1,0
"3995",20111205,1,0,0
"3996",20111205,1,0,0
"3997",20111205,0,1,0
"3998",20111205,1,0,0
"3999",20111206,0,1,0
"4000",20111206,0,1,0
"4001",20111206,1,0,0
"4002",20111206,0,1,0
"4003",20111206,1,0,0
"4004",20111206,0,1,0
"4005",20111207,1,0,0
"4006",20111207,1,0,0
"4007",20111207,1,0,0
"4008",20111207,1,0,0
"4009",20111207,1,0,0
"4010",20111208,1,0,0
"4011",20111208,1,0,0
"4012",20111208,1,0,0
"4013",20111208,1,0,0
"4014",20111208,0,1,0
"4015",20111208,1,0,0
"4016",20111208,1,0,0
"4017",20111208,1,0,0
"4018",20111209,0,1,0
"4019",20111209,1,0,0
"4020",20111209,1,0,0
"4021",20111209,1,0,0
"4022",20111209,1,0,0
"4023",20111209,1,0,0
"4024",20111210,1,0,0
"4025",20111210,1,0,0
"4026",20111210,1,0,0
"4027",20111210,1,0,0
"4028",20111210,1,0,0
"4029",20111211,1,0,0
"4030",20111211,1,0,0
"4031",20111211,1,0,0
"4032",20111211,1,0,0
"4033",20111211,1,0,0
"4034",20111211,1,0,0
"4035",20111211,1,0,0
"4036",20111211,1,0,0
"4037",20111211,1,0,0
"4038",20111211,1,0,0
"4039",20111211,0,1,0
"4040",20111211,0,1,0
"4041",20111212,0,1,0
"4042",20111212,1,0,0
"4043",20111212,1,0,0
"4044",20111213,1,0,0
"4045",20111213,1,0,0
"4046",20111213,1,0,0
"4047",20111213,1,0,0
"4048",20111214,1,0,0
"4049",20111214,1,0,0
"4050",20111214,1,0,0
"4051",20111214,0,1,0
"4052",20111214,1,0,0
"4053",20111214,1,0,0
"4054",20111215,1,0,0
"4055",20111215,1,0,0
"4056",20111215,1,0,0
"4057",20111216,0,1,0
"4058",20111216,1,0,0
"4059",20111216,1,0,0
"4060",20111216,1,0,0
"4061",20111216,1,0,0
"4062",20111216,0,1,0
"4063",20111217,1,0,0
"4064",20111217,1,0,0
"4065",20111217,0,1,0
"4066",20111217,1,0,0
"4067",20111217,1,0,0
"4068",20111217,1,0,0
"4069",20111217,1,0,0
"4070",20111217,0,1,0
"4071",20111217,1,0,0
"4072",20111217,0,1,0
"4073",20111217,1,0,0
"4074",20111218,1,0,0
"4075",20111218,1,0,0
"4076",20111218,1,0,0
"4077",20111218,1,0,0
"4078",20111218,1,0,0
"4079",20111218,1,0,0
"4080",20111219,1,0,0
"4081",20111219,0,1,0
"4082",20111219,0,1,0
"4083",20111219,0,1,0
"4084",20111219,1,0,0
"4085",20111220,1,0,0
"4086",20111220,1,0,0
"4087",20111220,1,0,0
"4088",20111220,0,1,0
"4089",20111220,1,0,0
"4090",20111220,1,0,0
"4091",20111220,1,0,0
"4092",20111220,0,1,0
"4093",20111220,0,1,0
"4094",20111221,1,0,0
"4095",20111221,1,0,0
"4096",20111221,1,0,0
"4097",20111221,1,0,0
"4098",20111221,1,0,0
"4099",20111221,1,0,0
"4100",20111222,1,0,0
"4101",20111222,1,0,0
"4102",20111222,0,1,0
"4103",20111222,1,0,0
"4104",20111222,1,0,0
"4105",20111222,0,1,0
"4106",20111222,0,1,0
"4107",20111223,1,0,0
"4108",20111223,1,0,0
"4109",20111223,0,1,0
"4110",20111223,1,0,0
"4111",20111223,1,0,0
"4112",20111223,1,0,0
"4113",20111223,1,0,0
"4114",20111224,1,0,0
"4115",20111224,1,0,0
"4116",20111224,1,0,0
"4117",20111224,0,1,0
"4118",20111224,0,1,0
"4119",20111224,1,0,0
"4120",20111224,1,0,0
"4121",20111224,1,0,0
"4122",20111224,1,0,0
"4123",20111224,1,0,0
"4124",20111224,1,0,0
"4125",20111225,0,1,0
"4126",20111225,0,1,0
"4127",20111225,1,0,0
"4128",20111225,1,0,0
"4129",20111225,1,0,0
"4130",20111225,1,0,0
"4131",20111225,1,0,0
"4132",20111225,0,1,0
"4133",20111226,1,0,0
"4134",20111226,0,1,0
"4135",20111226,1,0,0
"4136",20111226,1,0,0
"4137",20111226,1,0,0
"4138",20111226,1,0,0
"4139",20111227,0,1,0
"4140",20111227,0,1,0
"4141",20111227,0,1,0
"4142",20111227,0,1,0
"4143",20111227,1,0,0
"4144",20111227,0,1,0
"4145",20111227,1,0,0
"4146",20111227,1,0,0
"4147",20111227,1,0,0
"4148",20111227,1,0,0
"4149",20111228,1,0,0
"4150",20111228,1,0,0
"4151",20111228,1,0,0
"4152",20111228,1,0,0
"4153",20111228,1,0,0
"4154",20111228,1,0,0
"4155",20111229,1,0,0
"4156",20111229,1,0,0
"4157",20111229,1,0,0
"4158",20111229,1,0,0
"4159",20111229,0,1,0
"4160",20111229,1,0,0
"4161",20111229,0,1,0
"4162",20111229,1,0,0
"4163",20111229,1,0,0
"4164",20111229,0,1,0
"4165",20111229,1,0,0
"4166",20111229,0,1,0
"4167",20111230,1,0,0
"4168",20111230,1,0,0
"4169",20111230,1,0,0
"4170",20110817,0,1,0
"4171",20110525,1,0,0
"4172",20110522,1,0,0
"4173",20110525,1,0,0
"4174",20111214,1,0,0
"4175",20110822,1,0,0
"4176",20110822,1,0,0
"4177",20110708,0,1,0
"4178",20111026,1,0,0
"4179",20110314,1,0,0
"4180",20111224,0,1,0
"4181",20111129,1,0,0
"4182",20110717,1,0,0
"4183",20110612,0,1,0
"4184",20111206,1,0,0
"4185",20110428,1,0,0
"4186",20110604,1,0,0
"4187",20111224,1,0,0
"4188",20111015,1,0,0
"4189",20111126,1,0,0
"4190",20111101,0,1,0
"4191",20110224,1,0,0
"4192",20110528,1,0,0
"4193",20110501,1,0,0
"4194",20110130,1,0,0
"4195",20111220,1,0,0
"4196",20111023,1,0,0
"4197",20110520,1,0,0
"4198",20111101,1,0,0
"4199",20110705,1,0,0
"4200",20110317,0,1,0
"4201",20111116,1,0,0
"4202",20110306,1,0,0
"4203",20110228,0,1,0
"4204",20110420,0,1,0
"4205",20110802,1,0,0
"4206",20110712,1,0,0
"4207",20110707,1,0,0
"4208",20111208,1,0,0
"4209",20110831,1,0,0
"4210",20110102,1,0,0
"4211",20110420,0,1,0
"4212",20110412,1,0,0
"4213",20110110,1,0,0
"4214",20110123,1,0,0
"4215",20110331,0,1,0
"4216",20110428,0,1,0
"4217",20110524,1,0,0
"4218",20110428,0,1,0
"4219",20110129,0,1,0
"4220",20110702,0,1,0
"4221",20111202,1,0,0
"4222",20111125,1,0,0
"4223",20110115,0,1,0
"4224",20110612,0,1,0
"4225",20110930,1,0,0
"4226",20110522,1,0,0
"4227",20110504,1,0,0
"4228",20111101,0,1,0
"4229",20110502,0,1,0
"4230",20110619,1,0,0
"4231",20110611,1,0,0
"4232",20110424,1,0,0
"4233",20110219,1,0,0
"4234",20110828,1,0,0
"4235",20110101,1,0,0
"4236",20110616,1,0,0
"4237",20111202,1,0,0
"4238",20110303,0,1,0
"4239",20110406,1,0,0
"4240",20110628,1,0,0
"4241",20110826,1,0,0
"4242",20110319,1,0,0
"4243",20111124,1,0,0
"4244",20110827,1,0,0
"4245",20110803,1,0,0
"4246",20110422,1,0,0
"4247",20110522,1,0,0
"4248",20110624,0,1,0
"4249",20110602,1,0,0
"4250",20110413,1,0,0
"4251",20110128,1,0,0
"4252",20110213,0,1,0
"4253",20111102,1,0,0
"4254",20110227,1,0,0
"4255",20110105,1,0,0
"4256",20110901,1,0,0
"4257",20110126,1,0,0
"4258",20110423,1,0,0
"4259",20110705,1,0,0
"4260",20111122,1,0,0
"4261",20111204,1,0,0
"4262",20111115,0,1,0
"4263",20110615,1,0,0
"4264",20110126,1,0,0
"4265",20110716,0,1,0
"4266",20110414,1,0,0
"4267",20110328,1,0,0
"4268",20110101,1,0,0
"4269",20111128,1,0,0
"4270",20111210,0,1,0
"4271",20111121,1,0,0
"4272",20110223,1,0,0
"4273",20110816,1,0,0
"4274",20110819,0,1,0
"4275",20110515,1,0,0
"4276",20110715,1,0,0
"4277",20110220,1,0,0
"4278",20110111,1,0,0
"4279",20110305,1,0,0
"4280",20110425,1,0,0
"4281",20110505,1,0,0
"4282",20111107,1,0,0
"4283",20110709,1,0,0
"4284",20110423,1,0,0
"4285",20110308,1,0,0
"4286",20110126,1,0,0
"4287",20110420,1,0,0
"4288",20110407,0,1,0
"4289",20110319,0,1,0
"4290",20110216,0,1,0
"4291",20110930,1,0,0
"4292",20110305,1,0,0
"4293",20111006,0,1,0
"4294",20110115,1,0,0
"4295",20111006,0,1,0
"4296",20111202,1,0,0
"4297",20110827,1,0,0
"4298",20110321,1,0,0
"4299",20110831,0,1,0
"4300",20110802,0,1,0
"4301",20111015,1,0,0
"4302",20111224,0,1,0
"4303",20110307,0,1,0
"4304",20110316,1,0,0
"4305",20110830,1,0,0
"4306",20110529,1,0,0
"4307",20111118,1,0,0
"4308",20110210,1,0,0
"4309",20110227,1,0,0
"4310",20110830,0,1,0
"4311",20110322,1,0,0
"4312",20110506,0,1,0
"4313",20110126,1,0,0
"4314",20110205,1,0,0
"4315",20110120,1,0,0
"4316",20110724,0,1,0
"4317",20110222,0,1,0
"4318",20110525,0,1,0
"4319",20110524,0,1,0
"4320",20111225,1,0,0
"4321",20110511,1,0,0
"4322",20110927,1,0,0
"4323",20110120,1,0,0
"4324",20110309,1,0,0
"4325",20110819,1,0,0
"4326",20110105,1,0,0
"4327",20110913,1,0,0
"4328",20110214,1,0,0
"4329",20111103,1,0,0
"4330",20110628,1,0,0
"4331",20110308,1,0,0
"4332",20110411,1,0,0
"4333",20110209,1,0,0
"4334",20110323,1,0,0
"4335",20111024,1,0,0
"4336",20110206,0,1,0
"4337",20110808,0,1,0
"4338",20110202,0,1,0
"4339",20110824,1,0,0
"4340",20111213,0,1,0
"4341",20110905,0,1,0
"4342",20110301,0,1,0
"4343",20110419,0,1,0
"4344",20111111,0,1,0
"4345",20110517,1,0,0
"4346",20111027,1,0,0
"4347",20111204,1,0,0
"4348",20110201,1,0,0
"4349",20110510,1,0,0
"4350",20110416,1,0,0
"4351",20110130,1,0,0
"4352",20110413,1,0,0
"4353",20110912,1,0,0
"4354",20110701,1,0,0
"4355",20110109,1,0,0
"4356",20110830,1,0,0
"4357",20111025,1,0,0
"4358",20111027,1,0,0
"4359",20110709,1,0,0
"4360",20110610,1,0,0
"4361",20110123,1,0,0
"4362",20111205,1,0,0
"4363",20110516,1,0,0
"4364",20111028,1,0,0
"4365",20111029,1,0,0
"4366",20110901,1,0,0
"4367",20110514,1,0,0
